;rooms;bathrooms;value_price_clp;value_price_currency_clp;value_price_uf;value_price_currency_uf;parking;url;type_action;type_property;type_province;latitude;longitude;page;region;type_searching;type_house;date_publish;code_publication;img_element;Unnamed: 0
5206;4.0;4.0;;;65;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/departamento/colegio-el-huinganal-mayflower/26237429;Arriendo Mensual;Departamento;Lo Barnechea;;;586;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;11/11/2023;26237429;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/lo-barnechea/0/29a7e8515b414372b7d509c97de7cd64.jpeg;
5207;1.0;1.0;250.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/departamento-en-arriendo-de-1-dorm-en-santiago/26188119;Arriendo Mensual;Departamento;Santiago;;;586;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;10/11/2023;26188119;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/77ccc351e04a471c84277215ef029220.jpeg;
5208;1.0;1.0;124.500;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/santo-domingo-1220/26171097;Arriendo Mensual;Departamento;Santiago;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;10/11/2023;26171097;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/bc608b94b32f4d5ab59f31f6da92b31b.jpeg;
5209;1.0;1.0;260.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/huerfanos-san-martin-metro-moneda-y-santa-ana/26155071;Arriendo Mensual;Departamento;Santiago;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;10/11/2023;26155071;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/ee4864af13494e5aadf3028e5c8ae73b.jpeg;
5210;2.0;2.0;860.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/los-militares-manquehue/26074561;Arriendo Mensual;Departamento;Santiago;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;09/11/2023;26074561;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/c12311b1c24841c28534e1cef3f2e009.jpeg;
5211;2.0;2.0;550.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-isidro-santa-isabel/26074056;Arriendo Mensual;Departamento;Santiago;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;09/11/2023;26074056;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/bfcf583ea775475ea27d60401d85c74c.jpeg;
5212;1.0;1.0;320.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-isidro-250/26060078;Arriendo Mensual;Departamento;Santiago;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;09/11/2023;26060078;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/aaa72c1ccaf941f29295dde74b42987a.jpeg;
5213;1.0;1.0;320.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/tarapaca-nataniel-cox/9393772;Arriendo Mensual;Departamento;Santiago;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/11/2023;9393772;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/924a551435524e9c901dab7a07e0e64e.jpeg;
5214;3.0;3.0;;;43;UF;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/penalolen/departamento/barrio-la-hacienda/25992837;Arriendo Mensual;Departamento;Peñalolén;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/11/2023;25992837;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/penalolen/0/113e35e61bbb4afb832bd2fc24cb2d69.jpeg;
5215;2.0;1.0;250.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/estacion-central/departamento/conde-del-maule-4470/25939548;Arriendo Mensual;Departamento;Estación Central;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/11/2023;25939548;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/estacion-central/0/9d889a01c5324bef80b41d63f3916389.jpeg;
5216;1.0;1.0;300.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/plaza-de-armas-de-santiago/25783619;Arriendo Mensual;Departamento;Santiago;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;03/11/2023;25783619;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/3548f5c912074879b2bc4d91d1921c85.jpeg;
5217;3.0;4.0;;;57;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/departamento/condominio-parque-carolina-rabat-900/25757476;Arriendo Mensual;Departamento;Vitacura;;;587;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;03/11/2023;25757476;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/vitacura/0/e4b6b2ea20344f318fd826208ca0bf6c.jpeg;
5218;1.0;1.0;230.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/condor/21571191;Arriendo Mensual;Departamento;Santiago;;;588;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;03/11/2023;21571191;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/cf763feda99d4252bb6598a9bb604de7.jpeg;
5219;2.0;2.0;430.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/lira-curico/9562144;Arriendo Mensual;Departamento;Santiago;;;588;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;02/11/2023;9562144;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/2426179e77ae4148933b162754c9b9f6.jpeg;
5220;2.0;2.0;430.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/lira-marin/19203579;Arriendo Mensual;Departamento;Santiago;;;588;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;02/11/2023;19203579;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/9a2d8e0822e146eca9175a8720896445.jpeg;
5221;3.0;3.0;;;48;UF;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/departamento/geronimo-de-alderete/25649700;Arriendo Mensual;Departamento;Las Condes;;;588;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;01/11/2023;25649700;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/las-condes/0/6ec7f8cbf9ec4e588b47f1f5cbe627c2.jpeg;
5222;2.0;2.0;480.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/santiago-centro/25641195;Arriendo Mensual;Departamento;Santiago;;;588;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;01/11/2023;25641195;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/1a639600db7b4c10a94da0859a8626de.jpeg;
5223;1.0;1.0;230.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/estacion-central/departamento/metro-alberto-hurtado/25629558;Arriendo Mensual;Departamento;Estación Central;;;588;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;01/11/2023;25629558;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/estacion-central/0/7a21bcaa9c4e458b9a879c7a367f35b6.jpeg;
5224;5.0;5.0;;;110;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/sector-los-bravos/27173753;Arriendo Mensual;Casa;Lo Barnechea;;;106;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;30/11/2023;27173753;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/7837d9fcb2c34dd7bae62f912ff668db.jpeg;
5225;2.0;2.0;940.000;$;;;15.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/colina/casa/hacienda-chacabuco/27109585;Arriendo Mensual;Casa;Colina;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;29/11/2023;27109585;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/colina/0/a36397f23d9140839fe35f165f97e088.jpeg;
5226;5.0;5.0;;;68;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/camino-del-chin-con-camino-del-yunque/26951284;Arriendo Mensual;Casa;Lo Barnechea;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;25/11/2023;26951284;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/a74e13f9fc1542fba033bdbed54917c0.jpeg;
5227;5.0;5.0;;;58;UF;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/colina/casa/condominio-los-treiles/26947486;Arriendo Mensual;Casa;Colina;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;25/11/2023;26947486;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/colina/0/cf252996b0d349df92920e94240d327f.jpeg;
5228;4.0;2.0;1.260.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/casa/los-cedros-metro-quilin-y-r-de-araya/26826537;Arriendo Mensual;Casa;Macul;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;23/11/2023;26826537;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/macul/0/3312b5ee37f14772a8d0c6ad3be9f521.jpeg;
5229;3.0;2.0;;;80;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/cuarto-centenario/26578880;Arriendo Mensual;Casa;Las Condes;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;17/11/2023;26578880;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/f03fafb3ad724686a177ae7a2ca3a26a.jpeg;
5230;3.0;3.0;1.100.000;$;;;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/talagante/casa/parcelacion-san-luis/26529456;Arriendo Mensual;Casa;Talagante;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;16/11/2023;26529456;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/talagante/0/82f40c508c444018be2d2fb5ef0e1039.jpeg;
5231;5.0;3.0;1.200.000;$;;;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/til-til/casa/amplia-casa-5-dorm-con-piscina-en-condominio/26507189;Arriendo Mensual;Casa;Til til;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;16/11/2023;26507189;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/til-til/0/7388a0cbb92f4ee7934944890d05ff19.jpeg;
5232;5.0;5.0;1.900.000;$;;;6.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/colina/casa/las-campinas-norte/26257505;Arriendo Mensual;Casa;Colina;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;11/11/2023;26257505;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/colina/0/f78cc5089f934badaaa47faacaeb75f9.jpeg;
5233;7.0;8.0;;;190;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/condominio-mirador-de-san-damian/26170556;Arriendo Mensual;Casa;Las Condes;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;10/11/2023;26170556;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/ef26188495844a0f8269deb2991fe8cc.jpeg;
5234;4.0;2.0;;;36;UF;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/casa/san-pio-x-2460/26075215;Arriendo Mensual;Casa;Providencia;;;107;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;09/11/2023;26075215;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/providencia/0/7016726ca9b549a5a62b5b5128f8cf68.jpeg;
5235;3.0;1.0;450.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/buin/casa/villa-santa-maria-buin/25762991;Arriendo Mensual;Casa;Buin;;;108;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;03/11/2023;25762991;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/buin/0/ce06b6a0bb474af596c1df74cb004c3f.jpeg;
5236;4.0;3.0;980.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/penalolen/casa/sanchez-fontecilla-av-el-valle/25340393;Arriendo Mensual;Casa;Peñalolén;;;108;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;02/11/2023;25340393;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/penalolen/0/c629414351ff4bc8adbcc0c5f7b91cca.jpeg;
5237;4.0;3.0;;;10.000;UF;2.0;https://chilepropiedades.cl/ver-publicacion/venta/vitacura/departamento/los-abetos-norte/13702010;Venta;Departamento;Vitacura;;;26;region-metropolitana-de-santiago-rm;venta;departamento;28/12/2023;13702010;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/departamento/vitacura/0/ef8cb524a5214a828e0ab2997172f45f.jpeg;
5238;4.0;1.0;;;8.000;UF;1.0;https://chilepropiedades.cl/ver-publicacion/venta/las-condes/casa/canciller-dollfuss-1811/25536189;Venta;Casa;Las Condes;;;26;region-metropolitana-de-santiago-rm;venta;casa;29/12/2023;25536189;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/las-condes/0/7ca3ae98b8b8486ba39ff93162fa04ce.jpeg;
5239;3.0;2.0;336.000.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/venta/nunoa/casa/emilia-tellez-int/28546157;Venta;Casa;Ñuñoa;;;26;region-metropolitana-de-santiago-rm;venta;casa;22/12/2023;28546157;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/nunoa/0/bd49eee35f6d41839e42186c96958af2.jpeg;
5240;3.0;3.0;;;15.990;UF;2.0;https://chilepropiedades.cl/ver-publicacion/venta/las-condes/casa/camino-san-francisco-de-asis/28544812;Venta;Casa;Las Condes;;;26;region-metropolitana-de-santiago-rm;venta;casa;21/12/2023;28544812;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/las-condes/0/6e555076cca541abb144a4e744665828.jpeg;
5241;3.0;3.0;;;5.720;UF;2.0;https://chilepropiedades.cl/ver-publicacion/venta/pudahuel/casa/los-almendros/28452169;Venta;Casa;Pudahuel;;;27;region-metropolitana-de-santiago-rm;venta;casa;19/12/2023;28452169;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/pudahuel/0/704fecf8472b4d2bbff03429d174c1b2.jpeg;
5242;3.0;1.0;95.000.000;$;;;;https://chilepropiedades.cl/ver-publicacion/venta/san-bernardo/casa/baquedano-almirante-riveros/20784678;Venta;Casa;San Bernardo;;;27;region-metropolitana-de-santiago-rm;venta;casa;14/12/2023;20784678;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/san-bernardo/0/6cb42a2351dd4dafae9f56cfe5461ecf.jpeg;
5243;4.0;2.0;;;15.000;UF;3.0;https://chilepropiedades.cl/ver-publicacion/venta/independencia/casa/av-fermin-vivaceta-2446/13886318;Venta;Casa;Independencia;;;27;region-metropolitana-de-santiago-rm;venta;casa;11/12/2023;13886318;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/independencia/0/d6fa6a78aa2c4ffb8872f7ca089274ea.jpeg;
5244;4.0;2.0;;;15.000;UF;3.0;https://chilepropiedades.cl/ver-publicacion/venta/independencia/casa/av-fermin-vivaceta-2446/15112161;Venta;Casa;Independencia;;;27;region-metropolitana-de-santiago-rm;venta;casa;11/12/2023;15112161;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/independencia/0/a54790fd547e432c888a432694479b82.jpeg;
5245;4.0;2.0;;;15.000;UF;3.0;https://chilepropiedades.cl/ver-publicacion/venta/independencia/casa/av-fermin-vivaceta-2446/13590905;Venta;Casa;Independencia;;;27;region-metropolitana-de-santiago-rm;venta;casa;11/12/2023;13590905;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/independencia/0/892418b526c940a3a42199e173e7e761.jpeg;
5246;;8.0;;;40.000;UF;;https://chilepropiedades.cl/ver-publicacion/venta/providencia/casa/eliodoro-yanez/27582646;Venta;Casa;Providencia;;;27;region-metropolitana-de-santiago-rm;venta;casa;11/12/2023;27582646;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/providencia/0/7f9b0d06feea4299b4f5de6fcefb5c4d.jpeg;
5247;7.0;2.0;;;9.500;UF;;https://chilepropiedades.cl/ver-publicacion/venta/providencia/casa/arzobispo-casanova/27600425;Venta;Casa;Providencia;;;27;region-metropolitana-de-santiago-rm;venta;casa;07/12/2023;27600425;https://cf.chilepropiedades.cl/imagenes/publicacion/venta/casa/providencia/0/e9744790e8404bae8f8c496f9162e95b.jpeg;
5248;2.0;1.0;350.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/estacion-central/departamento/estacion-central-region-metropolitana/14592527;Arriendo Mensual;Departamento;Estación Central;;;20;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;12/12/2023;14592527;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/estacion-central/0/cd6af685814646d19c393cc5b3521692.jpeg;
5249;1.0;1.0;200.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/estacion-central/departamento/sta-petronila-38/27439438;Arriendo Mensual;Departamento;Estación Central;;;20;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/12/2023;27439438;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/estacion-central/0/d1669af6f32142b3bfa9a33834d89489.jpeg;
5250;5.0;2.0;;;16;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/melipilla/casa/av-vicuna-mackenna-av-vicuna-mackenna-0900/27524840;Arriendo Mensual;Casa;Melipilla;;;3;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;06/12/2023;27524840;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/melipilla/0/7c981cdafd3547d5b8dd4d31ce431bbe.jpeg;
5251;3.0;1.0;800.000;$;;;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/casa/santa-julia/29011204;Arriendo Mensual;Casa;Macul;;;103;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;30/12/2023;29011204;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/macul/0/95d84d5190384019976c244963b4a3f1.jpeg;
5252;6.0;4.0;2.500.000;$;;;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/casa/holanda-1128/29001596;Arriendo Mensual;Casa;Providencia;;;103;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;30/12/2023;29001596;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/providencia/0/25ccf4c3242a417daf3160c783906a75.jpeg;
5253;6.0;5.0;2.950.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/el-alba-con-camino-mirasol/28951726;Arriendo Mensual;Casa;Las Condes;;;103;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;29/12/2023;28951726;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/35c5c5ff8a134bf69442add915d53558.jpeg;
5254;4.0;3.0;;;95;UF;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/colina-miravalle/28876915;Arriendo Mensual;Casa;Las Condes;;;103;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;28/12/2023;28876915;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/27bfaf5d0409489a992c5517a78ea337.jpeg;
5255;4.0;3.0;1.200.000;$;;;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/colina/casa/barrio-laguna-santa-elena-17057/28821351;Arriendo Mensual;Casa;Colina;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;27/12/2023;28821351;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/colina/0/fd7ac92cd6f840c0aa004cf7d7a63ade.jpeg;
5256;6.0;4.0;1.800.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/talagante/casa/las-palmas-camimo-lonquen-calera-de-tango-condominio-el-olivetto-club-de-golf-las-palmas/28653300;Arriendo Mensual;Casa;Talagante;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;23/12/2023;28653300;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/talagante/0/c527e93a7de0453fb529c537d081f9ce.jpeg;
5257;6.0;5.0;2.500.000;$;;;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/casa/arriendo-casa-pedro-de-valdivia-norte-16749/28614946;Arriendo Mensual;Casa;Providencia;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;22/12/2023;28614946;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/providencia/0/f7ce2798153e40cda4bff4c71009756b.jpeg;
5258;6.0;3.0;3.000.000;$;;;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/padre-hurtado-central-bocaccio/28610378;Arriendo Mensual;Casa;Las Condes;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;22/12/2023;28610378;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/84eeff61634642809a9c26592bfd7b56.jpeg;
5259;3.0;2.0;1.200.000;$;;;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-reina/casa/reina-victoria-monsenor-edwards/28579310;Arriendo Mensual;Casa;La Reina;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;22/12/2023;28579310;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/la-reina/0/f8c4e926be5c4963be5e280cb635664a.jpeg;
5260;6.0;4.0;;;159;UF;10.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/los-pintores-8500/28537064;Arriendo Mensual;Casa;Las Condes;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;21/12/2023;28537064;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/627218c510394152909c7d7f47f1f409.jpeg;
5261;4.0;3.0;1.000.000;$;;;8.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/colina/casa/condominio-hacienda-chacabuco/28244164;Arriendo Mensual;Casa;Colina;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;16/12/2023;28244164;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/colina/0/b0313f3895294f08bd355fe41e156f6d.jpeg;
5262;4.0;4.0;;;65;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/casa/alto-las-condes-la-llaveria/28177530;Arriendo Mensual;Casa;Vitacura;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;15/12/2023;28177530;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/vitacura/0/7105825772fb4f309a03f28605013609.jpeg;
5263;4.0;4.0;;;110;UF;8.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/casa/bilbao-el-bosque/28112005;Arriendo Mensual;Casa;Providencia;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;14/12/2023;28112005;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/providencia/0/90d987b35ebe4e54a145d42428ad02c1.jpeg;
5264;3.0;2.0;600.000;$;;;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/curacavi/casa/camino-la-virgen-15937/28043845;Arriendo Mensual;Casa;Curacaví;;;104;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;13/12/2023;28043845;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/curacavi/0/1c15e24c05114a8a9b98b081f0b34349.jpeg;
5265;3.0;3.0;750.000;$;;;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/colina/casa/ayres-de-chicureo/28034014;Arriendo Mensual;Casa;Colina;;;105;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;13/12/2023;28034014;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/colina/0/c75dd3da2fee4a3b8688df233cfb6bcd.jpeg;
5266;2.0;1.0;550.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/colina/casa/palo-alto/27981125;Arriendo Mensual;Casa;Colina;;;105;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;12/12/2023;27981125;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/colina/0/0496103147924efb83ce49c625719a25.jpeg;
5267;4.0;4.0;;;70;UF;8.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/yunque/27964743;Arriendo Mensual;Casa;Lo Barnechea;;;105;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;12/12/2023;27964743;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/beeed1d4fd994498b3d4429794c4d674.jpeg;
5268;5.0;4.0;3.500.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/la-mejor-vista-desde-una-amplia-casa-14604/27906508;Arriendo Mensual;Casa;Las Condes;;;105;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;11/12/2023;27906508;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/0ff06e2fb3484f8a8c4a5cf97696cbf6.jpeg;
5269;2.0;1.0;425.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-florida/casa/se-arrienda-casa-en-sector-tranquilo-10457/27863303;Arriendo Mensual;Casa;La Florida;;;105;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;11/12/2023;27863303;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/la-florida/0/0c3ab4a3a2c14b798c221fb69551173a.jpeg;
5270;6.0;2.0;1.800.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/casa/gran-casa-comercial-2do-piso-13826/27802195;Arriendo Mensual;Casa;Providencia;;;105;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;10/12/2023;27802195;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/providencia/0/2a86eca9b51049528913b1146ae062a3.jpeg;
